X,Y,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,DATE,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,Annual_Cos,Repair_Cos
464157.841863512992859,796177.418635174632072,HoffRJ2000,LS_9075,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6803,9603-009-09,Feb-96,410,64,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
464021.794619426131248,796206.136482939124107,HoffRJ2000,LS_9076,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6804,9603-009-07,Feb-96,260,47,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
378225.470144361257553,798556.960958003997803,HoffRJ2000,LS_9077,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6805,9603-151-01,Feb-96,500,49,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
457393.978674545884132,795978.212926506996155,HoffRJ2000,LS_9078,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6806,9603-009-02,Feb-96,340,45,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
405295.27263779938221,796899.720800518989563,HoffRJ2000,LS_9079,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6807,9605-231-04,Feb-96,3060,64,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
388761.66666667163372,797982.312664046883583,HoffRJ2000,LS_9080,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6808,9603-151-06,Feb-96,380,56,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
458890.961942255496979,795860.38484251499176,HoffRJ2000,LS_9081,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6809,9603-009-03,Feb-96,350,90,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
392317.109251961112022,797639.547572180628777,HoffRJ2000,LS_9082,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6810,9606-264-10,Feb-96,410,31,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
404864.432414695620537,796303.534448817372322,HoffRJ2000,LS_9083,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6811,9605-231-01,Feb-96,2820,68,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
400096.44488188624382,797109.285433068871498,HoffRJ2000,LS_9084,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6812,9605-231-08,Feb-96,560,74,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
403894.541010499000549,796978.779527559876442,HoffRJ2000,LS_9085,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6813,9605-231-02,Feb-96,470,44,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
395343.816929131746292,796172.686351701617241,HoffRJ2000,LS_9086,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6814,9606-264-30,Feb-96,2360,68,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
404003.224409446120262,796848.997047245502472,HoffRJ2000,LS_9087,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6815,9605-231-03,Feb-96,370,36,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
399556.053805768489838,796445.288057744503021,HoffRJ2000,LS_9088,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6816,9605-231-09,Feb-96,1330,63,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
452540.668307080864906,795329.331036746501923,HoffRJ2000,LS_9089,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6817,9603-043-09,Feb-96,150,58,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
422459.545275583863258,796172.938976377248764,HoffRJ2000,LS_9090,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6818,9605-146-11,Feb-96,130,57,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
452835.14337269961834,795174.778543308377266,HoffRJ2000,LS_9091,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6819,9603-043-10,Feb-96,160,41,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
452364.815616801381111,794873.70833332836628,HoffRJ2000,LS_9092,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6820,9603-043-11,Feb-96,300,61,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
387728.255249351263046,796486.304133862257004,HoffRJ2000,LS_9093,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6821,9603-149-06,Feb-96,600,46,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
401622.431758522987366,795543.196850389242172,HoffRJ2000,LS_9094,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6822,9605-231-07,Feb-96,1890,59,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
449883.262795269489288,793538.052493438124657,HoffRJ2000,LS_9095,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6823,9603-043-13,Feb-96,570,60,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
396313.00918635725975,794862.817257210612297,HoffRJ2000,LS_9096,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6824,9606-264-29,Feb-96,130,57,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
402486.026902884244919,794401.198490813374519,HoffRJ2000,LS_9097,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6825,9605-231-05,Feb-96,220,53,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
402364.946194231510162,794094.858923882246017,HoffRJ2000,LS_9098,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6826,9605-231-06,Feb-96,780,57,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
394302.655183732509613,794096.361220479011536,HoffRJ2000,LS_9099,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6827,9606-264-31,Feb-96,480,67,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
437941.48228345811367,792912.217847764492035,HoffRJ2000,LS_9100,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6828,9603-076-01,Feb-96,170,59,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
433560.672900259494781,792714.463910758495331,HoffRJ2000,LS_9101,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6829,9603-076-03,Feb-96,420,54,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
406540.50984251499176,792879.866797894239426,HoffRJ2000,LS_9102,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6830,9605-233-25,Feb-96,2450,66,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
404729.380905508995056,792654.571850389242172,HoffRJ2000,LS_9103,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6831,9605-233-24,Feb-96,1530,69,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
403214.841863512992859,791864.276246726512909,HoffRJ2000,LS_9104,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6832,9605-233-34,Feb-96,3570,65,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
432638.908792644739151,792197.172244101762772,HoffRJ2000,LS_9105,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6833,9603-076-02,Feb-96,120,40,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
374569.111220479011536,793693.573162734508514,HoffRJ2000,LS_9106,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6834,9602-320-02,Feb-96,560,60,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
396784.043307080864906,792855.292650923132896,HoffRJ2000,LS_9107,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6835,9606-264-20,Feb-96,570,62,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
400562.38484251499176,792887.940944880247116,HoffRJ2000,LS_9108,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6836,9605-233-14,Feb-96,220,42,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
406411.220800518989563,792454.18996062874794,HoffRJ2000,LS_9109,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6837,9605-233-26,Feb-96,380,63,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
400220.878937005996704,791973.267388448119164,HoffRJ2000,LS_9110,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6838,9605-233-15,Feb-96,360,42,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400378.260826766490936,791505.198490813374519,HoffRJ2000,LS_9111,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6839,9605-233-12,Feb-96,1470,65,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
400528.587270334362984,791808.165026247501373,HoffRJ2000,LS_9112,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6840,9605-233-16,Feb-96,420,26,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
377042.063648298382759,792561.731955379247665,HoffRJ2000,LS_9113,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6841,9603-149-07,Feb-96,300,60,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400906.08759842813015,791714.10662730038166,HoffRJ2000,LS_9114,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6842,9605-233-17,Feb-96,270,37,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
394355.656824141740799,791721.290354326367378,HoffRJ2000,LS_9115,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6843,9606-264-16,Feb-96,410,54,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
453742.489829391241074,789717.708989500999451,HoffRJ2000,LS_9116,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6844,9603-045-01,Feb-96,1250,75,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
399115.201771646738052,791215.1998031437397,HoffRJ2000,LS_9117,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6845,9606-264-23,Feb-96,620,53,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
399322.748687669634819,791078.346784770488739,HoffRJ2000,LS_9118,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6846,9606-264-25,Feb-96,760,56,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
453979.453412070870399,789711.046259835362434,HoffRJ2000,LS_9119,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6847,9603-045-02,Feb-96,440,63,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
394916.320538058876991,791466.414370074868202,HoffRJ2000,LS_9120,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6848,9606-264-17,Feb-96,340,50,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
401006.614829391241074,791072.119750648736954,HoffRJ2000,LS_9121,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6849,9605-233-19,Feb-96,870,54,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
382108.107939630746841,791612.414041996002197,HoffRJ2000,LS_9122,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6850,9603-149-01,Feb-96,570,21,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
398384.028215229511261,791256.91732282936573,HoffRJ2000,LS_9123,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6851,9606-264-32,Feb-96,460,65,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
454024.368766397237778,789521.848425194621086,HoffRJ2000,LS_9124,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6852,9603-045-03,Feb-96,340,49,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
392457.364501312375069,790539.037729665637016,HoffRJ2000,LS_9125,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6853,9606-264-12,Feb-96,2340,63,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
454295.58333332836628,789001.711942255496979,HoffRJ2000,LS_9126,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6854,9603-045-04,Feb-96,1280,67,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
398970.687335953116417,791118.442585304379463,HoffRJ2000,LS_9127,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6855,9606-264-24,Feb-96,230,32,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
398501.316929131746292,791134.777887135744095,HoffRJ2000,LS_9128,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6856,9606-264-22,Feb-96,200,59,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
398777.575459316372871,789582.739829391241074,HoffRJ2000,LS_9129,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6857,9606-262-17,Feb-96,4010,79,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
401889.097769021987915,790724.940288707613945,HoffRJ2000,LS_9130,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6858,9605-233-22,Feb-96,700,23,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
394618.52329395711422,791104.33333332836628,HoffRJ2000,LS_9131,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6859,9606-264-18,Feb-96,470,19,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
401546.084317579865456,790639.887467190623283,HoffRJ2000,LS_9132,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6860,9605-233-23,Feb-96,480,22,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
401711.267388448119164,789587.94914698600769,HoffRJ2000,LS_9133,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6861,9605-233-04,Feb-96,4520,70,0,0, , ,Road Related, ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
453021.439632549881935,789119.883202105760574,HoffRJ2000,LS_9134,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6862,9603-045-05,Feb-96,880,57,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
392206.137467190623283,790804.404855638742447,HoffRJ2000,LS_9135,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6863,9606-264-13,Feb-96,1390,21,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
392916.897965878248215,790761.89763779938221,HoffRJ2000,LS_9136,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6864,9606-264-14,Feb-96,510,20,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
405666.092191606760025,790316.696194231510162,HoffRJ2000,LS_9137,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6865,9605-233-28,Feb-96,360,57,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
399073.455380573868752,790506.753608927130699,HoffRJ2000,LS_9138,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6866,9606-262-28,Feb-96,300,61,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400364.395997375249863,790033.202427819371223,HoffRJ2000,LS_9139,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6867,9605-233-10,Feb-96,1080,68,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
398982.421916007995605,790306.645669296383858,HoffRJ2000,LS_9140,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6868,9606-264-26,Feb-96,1080,62,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
401777.613188982009888,790289.535433068871498,HoffRJ2000,LS_9141,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6869,9605-233-21,Feb-96,1710,61,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
406357.955708667635918,790117.396653547883034,HoffRJ2000,LS_9142,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6870,9605-233-27,Feb-96,390,49,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
388605.83825458586216,790563.410433068871498,HoffRJ2000,LS_9143,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6871,9603-149-05,Feb-96,510,67,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
399152.012795269489288,790370.797900259494781,HoffRJ2000,LS_9144,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6872,9606-264-27,Feb-96,330,55,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
397073.215223103761673,790316.813648298382759,HoffRJ2000,LS_9145,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6873,9606-262-13,Feb-96,400,91,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
396391.779199481010437,790240.31496062874794,HoffRJ2000,LS_9146,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6874,9606-264-11,Feb-96,570,71,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
393050.140419945120811,790173.480971127748489,HoffRJ2000,LS_9147,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6875,9606-262-15,Feb-96,1030,25,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
397528.386482939124107,789335.587926506996155,HoffRJ2000,LS_9148,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6876,9606-262-14,Feb-96,2370,81,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
414049.387467190623283,789520.009514436125755,HoffRJ2000,LS_9149,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6877,9605-146-02,Feb-96,620,54,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
396876.147309705615044,790003.662729665637016,HoffRJ2000,LS_9150,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6878,9606-262-12,Feb-96,680,81,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
422016.754593178629875,788561.129265084862709,HoffRJ2000,LS_9151,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6879,9605-146-09,Feb-96,1520,60,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400030.922244101762772,789895.782808393239975,HoffRJ2000,LS_9152,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6880,9605-233-11,Feb-96,410,53,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
398781.562335953116417,789861.141732290387154,HoffRJ2000,LS_9153,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6881,9606-264-28,Feb-96,420,60,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
397830.416338577866554,789899.027887135744095,HoffRJ2000,LS_9154,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6882,9606-262-29,Feb-96,250,42,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
409470.084973752498627,788950.177493438124657,HoffRJ2000,LS_9155,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6883,9605-233-32,Feb-96,1240,61,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
403170.44422572851181,789341.176837265491486,HoffRJ2000,LS_9156,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6884,9605-233-05,Feb-96,580,50,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400668.436351701617241,788855.736220479011536,HoffRJ2000,LS_9157,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6885,9606-233-20,Feb-96,1750,64,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
397473.59744094312191,789652.873687669634819,HoffRJ2000,LS_9158,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6886,9606-262-16,Feb-96,140,53,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
415026.682742789387703,788607.488188982009888,HoffRJ2000,LS_9159,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6887,9605-146-03,Feb-96,620,57,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
415623.159776896238327,788683.210958003997803,HoffRJ2000,LS_9160,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6888,9605-146-04,Feb-96,210,56,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
419568.675524935126305,788494.9251968562603,HoffRJ2000,LS_9161,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6889,9605-146-07,Feb-96,140,53,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
401567.653871387243271,788475.908136487007141,HoffRJ2000,LS_9162,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6890,9605-233-06,Feb-96,1360,59,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
419297.094816267490387,788324.737204730510712,HoffRJ2000,LS_9163,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6891,9605-146-06,Feb-96,1240,34,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
398494.900262460112572,788466.704396322369576,HoffRJ2000,LS_9164,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6892,9606-262-18,Feb-96,1410,69,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
397807.749343827366829,788948.260170608758926,HoffRJ2000,LS_9165,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6893,9606-262-19,Feb-96,170,49,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
385574.250656172633171,789131.427165359258652,HoffRJ2000,LS_9166,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6894,9603-149-02,Feb-96,880,78,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400336.313648298382759,788784.047900259494781,HoffRJ2000,LS_9167,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6895,9605-233-09,Feb-96,500,19,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
419687.611548557877541,788177.090551182627678,HoffRJ2000,LS_9168,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6896,9605-146-08,Feb-96,150,58,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400216.572178483009338,788520.498359575867653,HoffRJ2000,LS_9169,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6897,9605-233-08,Feb-96,350,29,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
397237.722112864255905,788347.339895009994507,HoffRJ2000,LS_9170,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6898,9606-262-25,Feb-96,510,22,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,0,0
400229.816272959113121,788350.714895009994507,HoffRJ2000,LS_9171,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6899,9605-233-07,Feb-96,280,25,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,0,0
393113.839238852262497,787969.414698168635368,HoffRJ2000,LS_9172,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6900,9606-262-10,Feb-96,1280,69,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
404431.160433068871498,787077.59251968562603,HoffRJ2000,LS_9173,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6901,9605-233-31,Feb-96,2180,71,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
407101.294291332364082,787531.58759842813015,HoffRJ2000,LS_9174,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6902,9605-233-29,Feb-96,2320,61,0,0, , ,Road Related, ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
407072.270997375249863,787761.517388448119164,HoffRJ2000,LS_9175,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6903,9605-233-30,Feb-96,860,57,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",0,0
392173.732939630746841,787525.368438318371773,HoffRJ2000,LS_9176,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,6904,9606-262-01,Feb-96,2200,68,0,0, , , , ,0,0, , , ,"Scour, slide reached second order stream channel and continued past junction down to larger stream *",0,0
