UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS_x,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_2080,-123.9604675,45.75625413,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,43,16.44858
LS_2081,-123.9612065,45.75606438,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,8.53249
LS_2082,-123.9636037,45.7537159,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,7.06804
LS_2083,-123.9635713,45.75289938,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,2.84266
LS_2084,-123.9634207,45.75195869,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,10.36367
LS_2085,-123.9633694,45.7503867,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,11.20153
LS_2086,-123.9629173,45.74934058,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Angora Peak member,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,deltaic sandstone,41,12.06868
LS_2087,-123.9620835,45.74794661,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Angora Peak member,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,deltaic sandstone,41,15.24593
LS_2088,-123.9618539,45.74718923,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Taa,Angora Peak member,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,deltaic sandstone,81,22.55139
LS_2089,-123.9615668,45.746608,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,81,27.11584
LS_2090,-123.9609712,45.74529107,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,43,20.11443
LS_2092,-123.9522034,45.74105195,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,43,20.84847
LS_2093,-123.9511697,45.74057935,5/16/05 0:00,Fill Failure,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,41,22.11
LS_2094,-123.9481042,45.73997189,5/16/05 0:00,Landslide,52,100,61,21,48,53,223,7,44,57,45,0,0.22,Tigr,Grande Ronde Basalt,intrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,43,17.02632
LS_2095,-123.9447836,45.73891304,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,13.06301
LS_2096,-123.9413571,45.73819927,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,7.4905
LS_2097,-123.9363205,45.7367462,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,7.69266
LS_2098,-123.934019,45.73538426,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,17.43451
LS_2099,-123.9333578,45.73485127,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,43,12.23464
LS_2100,-123.9322287,45.7341189,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,4.01684
LS_2101,-123.9316373,45.7334222,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,21,9.83926
LS_2102,-123.9310669,45.73215997,5/17/05 0:00,Landslide,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,81,14.79528
LS_2103,-123.9305205,45.7305937,5/17/05 0:00,Landslide,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,41,4.61871
LS_2104,-123.9300098,45.72913492,5/17/05 0:00,Landslide,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,41,13.32176
LS_2105,-123.9295536,45.72783656,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,43,12.85726
LS_2106,-123.9289491,45.72644607,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,81,16.25298
LS_2107,-123.9284807,45.72509162,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,81,14.46145
LS_2108,-123.9281522,45.72403406,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,41,7.57696
LS_2109,-123.9255146,45.72023342,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,81,10.23976
LS_2110,-123.920814,45.71908436,5/17/05 0:00,Landslide,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,82,6.51059
LS_2111,-123.9205179,45.71897073,5/17/05 0:00,Fill Failure,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Tal,Alsea Formation,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,tuffaceous sedimentary rocks,90,5.22232
LS_2112,-123.915203,45.71745657,5/17/05 0:00,Landslide,52,100,57,20,48,52,142,5,44,71,46,0,0.22,Qt,Older fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,11,5.93837
LS_2115,-121.0999579,45.55635807,6/29/05 0:00,Fill Failure,58,83,84,21,54,70,320,13,51,33,57,0,0,Twp,"Wanapum Basalt, Priest Rapids Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Priest Rapids Member,basalt,81,6.8017
LS_2116,-121.1004209,45.5552065,6/29/05 0:00,Fill Failure,58,83,84,21,54,70,320,13,51,33,57,0,0,Twp,"Wanapum Basalt, Priest Rapids Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Priest Rapids Member,basalt,71,18.44818
LS_2117,-121.08944,45.54226667,6/29/05 0:00,Fill Failure,58,83,84,21,54,70,320,13,51,33,57,0,0,Tdl,Dalles Formation,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,mixed lithologies,43,6.45568
LS_2118,-121.088436,45.54013629,6/29/05 0:00,Fill Failure,58,83,84,21,54,70,320,13,51,33,57,0,0,Tdl,Dalles Formation,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,mixed lithologies,41,2.75915
LS_2119,-121.0881702,45.5389685,6/29/05 0:00,Fill Failure,58,83,84,21,54,70,320,13,51,33,57,0,0,Twp,"Wanapum Basalt, Priest Rapids Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Priest Rapids Member,basalt,41,6.08933
LS_2123,-118.6173276,45.59511633,10/28/04 0:00,Landslide,40,86,59,18,37,47,206,9,34,49,37,4,0,Tcgw,Winter Water unit,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,basalt,0,28.9094
LS_2134,-118.2634778,45.35842076,10/12/04 0:00,Landslide,39,93,69,16,35,50,345,3,28,33,32,0,0,Tcgn2,N2 Grande Ronde Basalt,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,0,11.39502
LS_2153,-117.1553758,44.22241055,10/13/04 0:00,Landslide,41,82,71,13,38,56,316,6,37,30,42,0,0,Tx,No name in explanation,volcanic rocks,Miocene,Neogene volcanic rocks,No data,No data,mixed lithologies,0,0.92813
LS_2154,-123.9186554,46.14595066,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qt,Quaternary terraces,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,41,8.53249
LS_2155,-123.9194695,46.10256712,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,41,0
LS_2156,-123.9169885,46.07286749,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,41,6.08663
LS_2157,-123.9167304,46.07085251,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,41,5.22232
LS_2158,-123.916115,46.06567741,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,81,3.33407
LS_2159,-123.9156619,46.06121997,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,41,0
LS_2160,-123.915154,46.05608746,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qds,Quaternary dune sand,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,fine grained sediments,41,0
LS_2161,-123.9272771,45.97438991,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2162,-123.9258482,45.97107673,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,2.06914
LS_2163,-123.9246848,45.96715093,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2164,-123.9240661,45.96497116,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2165,-123.9242975,45.96113674,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0.92567
LS_2166,-123.9268277,45.95805725,4/4/05 0:00,Landslide,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,11.20153
LS_2167,-123.9267477,45.95196369,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,71,0
LS_2168,-123.9266041,45.95041863,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,4.97279
LS_2169,-123.9259601,45.94959895,4/4/05 0:00,Fill Failure,41,93,52,18,37,45,209,8,34,54,39,4,0.02,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,2.75792
LS_2170,-123.9227064,45.94624868,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2171,-123.9212264,45.94426878,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,2.06914
LS_2172,-123.9194352,45.94217937,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,0
LS_2173,-123.9290985,45.92770586,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,42,9.83926
LS_2174,-123.9291346,45.92787184,4/5/05 0:00,Landslide,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,12.76344
LS_2176,-123.9527749,45.90727883,4/5/05 0:00,Landslide,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,42,22.90412
LS_2177,-123.9536887,45.90540612,4/5/05 0:00,Landslide,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,15.24593
LS_2178,-123.9540648,45.89906,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,0
LS_2179,-123.9555965,45.89474001,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,43,0
LS_2180,-123.9580629,45.8878395,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,42,2.77507
LS_2181,-123.9582001,45.88746795,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,41,0
LS_2182,-123.9583913,45.88094456,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,19.58703
LS_2183,-123.958029,45.88020476,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,8.75686
LS_2184,-123.957947,45.88030285,4/5/05 0:00,Landslide,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,9.32231
LS_2185,-123.9577681,45.87945864,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,4.70977
LS_2186,-123.9576648,45.87859763,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,4.00504
LS_2187,-123.9577212,45.87734991,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,10.29749
LS_2188,-123.9577816,45.87669313,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,30.36449
LS_2189,-123.9578511,45.87600921,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,16.3941
LS_2190,-123.9579464,45.87495942,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,8.53249
LS_2191,-123.9581645,45.87242053,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,41,2.75792
LS_2192,-123.9582016,45.87207674,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,41,2.61659
LS_2193,-123.9584209,45.86804247,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Qmt,Coastal marine-terrace deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,41,5.22232
LS_2194,-123.9585605,45.86655255,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,3.21831
LS_2195,-123.9590833,45.86423032,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,6.26875
LS_2196,-123.9595895,45.86276304,4/5/05 0:00,Fill Failure,42,80,55,17,38,50,134,8,33,51,44,4,0.04,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,9.8532
LS_2197,-123.9603372,45.86101252,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,7.00837
LS_2198,-123.9613031,45.85920609,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,10.29749
LS_2199,-123.962023,45.85566677,4/6/05 0:00,Landslide,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,15.22605
LS_2200,-123.960731,45.85337855,4/6/05 0:00,Landslide,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,81,15.54883
LS_2201,-123.9604941,45.8511233,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,9.32231
LS_2202,-123.9604513,45.85057582,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Tac1,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope channel sandstone,41,8.66146
LS_2204,-123.9596184,45.84593548,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,4.61871
LS_2205,-123.9593596,45.84486808,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,71,4.10995
LS_2206,-123.9591161,45.84393412,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,3.69785
LS_2207,-123.9590166,45.84306179,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,7.85401
LS_2208,-123.9578441,45.84005896,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,8.66146
LS_2209,-123.957995,45.83903556,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,9.17817
LS_2210,-123.9585367,45.83755264,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,7.4905
LS_2211,-123.9587248,45.83700041,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,6.46007
LS_2212,-123.9593046,45.83575787,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,8.66146
LS_2213,-123.9595446,45.83548046,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,15.01972
LS_2214,-123.9598776,45.83510485,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,15.34769
LS_2215,-123.9604536,45.83375469,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,14.06538
LS_2216,-123.9601751,45.83243964,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,81,11.20153
LS_2217,-123.9604584,45.83093737,4/6/05 0:00,Fill Failure,48,93,64,17,40,54,165,6,28,27,44,0,0,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,4.92516
LS_2220,-123.9609415,45.82410842,4/25/05 0:00,Fill Failure,52,100,56,8,50,53,262,3,48,77,49,0,0.11,Tgri,Intrusive Grande Ronde Basalt,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,81,11.84712
LS_2221,-123.9609179,45.82260097,4/25/05 0:00,Fill Failure,52,100,56,8,50,53,262,3,48,77,49,0,0.11,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,41,10.58962
